K-1,¡ãC,,,,,,,,,,,,,,,,,,
No,Date,Time,CH10,CH11,CH12,dis,,,,,,,,,,,,,
222,3/11/2024,0:38:02,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
223,3/11/2024,0:38:13,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
224,3/11/2024,0:38:23,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
225,3/11/2024,0:38:33,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
226,3/11/2024,0:38:43,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
227,3/11/2024,0:38:53,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
228,3/11/2024,0:39:03,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
229,3/11/2024,0:39:13,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
230,3/11/2024,0:39:23,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
231,3/11/2024,0:39:33,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
232,3/11/2024,0:39:43,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
233,3/11/2024,0:39:54,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
234,3/11/2024,0:40:04,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
235,3/11/2024,0:40:14,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
236,3/11/2024,0:40:24,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
237,3/11/2024,0:40:34,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
238,3/11/2024,0:40:44,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
239,3/11/2024,0:40:54,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
240,3/11/2024,0:41:04,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
241,3/11/2024,0:41:14,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
242,3/11/2024,0:41:24,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
243,3/11/2024,0:41:35,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
244,3/11/2024,0:41:45,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
245,3/11/2024,0:41:55,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
246,3/11/2024,0:42:05,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
247,3/11/2024,0:42:15,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
248,3/11/2024,0:42:25,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
249,3/11/2024,0:42:35,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
250,3/11/2024,0:42:45,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
251,3/11/2024,0:42:55,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
252,3/11/2024,0:43:05,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
253,3/11/2024,0:43:16,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
254,3/11/2024,0:43:26,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
255,3/11/2024,0:43:36,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
256,3/11/2024,0:43:46,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
257,3/11/2024,0:43:56,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
258,3/11/2024,0:44:06,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
259,3/11/2024,0:44:16,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
260,3/11/2024,0:44:26,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
261,3/11/2024,0:44:36,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
262,3/11/2024,0:44:46,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
263,3/11/2024,0:44:57,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
264,3/11/2024,0:45:07,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
265,3/11/2024,0:45:17,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
266,3/11/2024,0:45:27,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
267,3/11/2024,0:45:37,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
268,3/11/2024,0:45:47,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
269,3/11/2024,0:45:57,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
270,3/11/2024,0:46:07,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
271,3/11/2024,0:46:17,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
272,3/11/2024,0:46:27,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
273,3/11/2024,0:46:38,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
274,3/11/2024,0:46:48,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
275,3/11/2024,0:46:58,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
276,3/11/2024,0:47:08,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
277,3/11/2024,0:47:18,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
278,3/11/2024,0:47:28,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
279,3/11/2024,0:47:38,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
280,3/11/2024,0:47:48,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
281,3/11/2024,0:47:58,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
282,3/11/2024,0:48:08,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
283,3/11/2024,0:48:19,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
284,3/11/2024,0:48:29,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
285,3/11/2024,0:48:39,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
286,3/11/2024,0:48:49,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
287,3/11/2024,0:48:59,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
288,3/11/2024,0:49:09,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
289,3/11/2024,0:49:19,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
290,3/11/2024,0:49:29,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
291,3/11/2024,0:49:39,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
292,3/11/2024,0:49:49,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
293,3/11/2024,0:50:00,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
294,3/11/2024,0:50:10,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
295,3/11/2024,0:50:20,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
296,3/11/2024,0:50:30,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
297,3/11/2024,0:50:40,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
298,3/11/2024,0:50:50,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
299,3/11/2024,0:51:00,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
300,3/11/2024,0:51:10,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
301,3/11/2024,0:51:20,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
302,3/11/2024,0:51:30,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
303,3/11/2024,0:51:41,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
304,3/11/2024,0:51:51,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
305,3/11/2024,0:52:01,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
306,3/11/2024,0:52:11,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
307,3/11/2024,0:52:21,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
308,3/11/2024,0:52:31,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
309,3/11/2024,0:52:41,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
310,3/11/2024,0:52:51,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
311,3/11/2024,0:53:01,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
312,3/11/2024,0:53:11,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
313,3/11/2024,0:53:22,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
314,3/11/2024,0:53:32,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
315,3/11/2024,0:53:42,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
316,3/11/2024,0:53:52,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
317,3/11/2024,0:54:02,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
318,3/11/2024,0:54:12,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
319,3/11/2024,0:54:22,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
320,3/11/2024,0:54:32,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
321,3/11/2024,0:54:42,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
322,3/11/2024,0:54:52,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
323,3/11/2024,0:55:03,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
324,3/11/2024,0:55:13,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
325,3/11/2024,0:55:23,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
326,3/11/2024,0:55:33,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
327,3/11/2024,0:55:43,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
328,3/11/2024,0:55:53,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
329,3/11/2024,0:56:03,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
330,3/11/2024,0:56:13,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
331,3/11/2024,0:56:23,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
332,3/11/2024,0:56:33,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
333,3/11/2024,0:56:44,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
334,3/11/2024,0:56:54,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
335,3/11/2024,0:57:04,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
336,3/11/2024,0:57:14,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
337,3/11/2024,0:57:24,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
338,3/11/2024,0:57:34,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
339,3/11/2024,0:57:44,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
340,3/11/2024,0:57:54,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
341,3/11/2024,0:58:04,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
342,3/11/2024,0:58:14,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
343,3/11/2024,0:58:25,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
344,3/11/2024,0:58:35,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
345,3/11/2024,0:58:45,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
346,3/11/2024,0:58:55,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
347,3/11/2024,0:59:05,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
348,3/11/2024,0:59:15,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
349,3/11/2024,0:59:25,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
350,3/11/2024,0:59:35,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
351,3/11/2024,0:59:45,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
352,3/11/2024,0:59:55,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
353,3/11/2024,1:00:06,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
354,3/11/2024,1:00:16,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
355,3/11/2024,1:00:26,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
356,3/11/2024,1:00:36,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
357,3/11/2024,1:00:46,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
358,3/11/2024,1:00:56,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
359,3/11/2024,1:01:06,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
360,3/11/2024,1:01:16,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
361,3/11/2024,1:01:26,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
362,3/11/2024,1:01:36,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
363,3/11/2024,1:01:47,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
364,3/11/2024,1:01:57,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
365,3/11/2024,1:02:07,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
366,3/11/2024,1:02:17,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
367,3/11/2024,1:02:27,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
368,3/11/2024,1:02:37,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
369,3/11/2024,1:02:47,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
370,3/11/2024,1:02:57,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
371,3/11/2024,1:03:07,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
372,3/11/2024,1:03:17,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
373,3/11/2024,1:03:28,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
374,3/11/2024,1:03:38,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
375,3/11/2024,1:03:48,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
376,3/11/2024,1:03:58,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
377,3/11/2024,1:04:08,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
378,3/11/2024,1:04:18,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
379,3/11/2024,1:04:28,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
380,3/11/2024,1:04:38,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
381,3/11/2024,1:04:48,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
382,3/11/2024,1:04:58,30.5,29.3,29.4,1.2,,,,29.7,27.5,2.2,,,,,,,
383,3/11/2024,1:05:09,30.5,29.3,29.4,1.2,,,,29.7,27.5,2.2,,,,,,,
384,3/11/2024,1:05:19,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
385,3/11/2024,1:05:29,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
386,3/11/2024,1:05:39,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
387,3/11/2024,1:05:49,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
388,3/11/2024,1:05:59,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
389,3/11/2024,1:06:09,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
390,3/11/2024,1:06:19,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
391,3/11/2024,1:06:29,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
392,3/11/2024,1:06:39,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
393,3/11/2024,1:06:49,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
394,3/11/2024,1:07:00,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
395,3/11/2024,1:07:10,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
396,3/11/2024,1:07:20,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
397,3/11/2024,1:07:30,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
398,3/11/2024,1:07:40,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
399,3/11/2024,1:07:50,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
400,3/11/2024,1:08:00,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
401,3/11/2024,1:08:10,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
402,3/11/2024,1:08:20,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
403,3/11/2024,1:08:30,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
404,3/11/2024,1:08:41,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
405,3/11/2024,1:08:51,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
406,3/11/2024,1:09:01,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
407,3/11/2024,1:09:11,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
408,3/11/2024,1:09:21,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
409,3/11/2024,1:09:31,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
410,3/11/2024,1:09:41,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
411,3/11/2024,1:09:51,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
412,3/11/2024,1:10:01,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
413,3/11/2024,1:10:11,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
414,3/11/2024,1:10:22,30.6,29.2,29.4,1.4,,,,29.8,27.6,2.2,,,,,,,
415,3/11/2024,1:10:32,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
416,3/11/2024,1:10:42,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
417,3/11/2024,1:10:52,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
418,3/11/2024,1:11:02,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
419,3/11/2024,1:11:12,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
420,3/11/2024,1:11:22,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
421,3/11/2024,1:11:32,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
422,3/11/2024,1:11:42,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
423,3/11/2024,1:11:52,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
424,3/11/2024,1:12:03,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
425,3/11/2024,1:12:13,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
426,3/11/2024,1:12:23,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
427,3/11/2024,1:12:33,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
428,3/11/2024,1:12:43,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
429,3/11/2024,1:12:53,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
430,3/11/2024,1:13:03,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
431,3/11/2024,1:13:13,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
432,3/11/2024,1:13:23,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
433,3/11/2024,1:13:33,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
434,3/11/2024,1:13:44,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
435,3/11/2024,1:13:54,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
436,3/11/2024,1:14:04,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
437,3/11/2024,1:14:14,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
438,3/11/2024,1:14:24,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
439,3/11/2024,1:14:34,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
440,3/11/2024,1:14:44,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
441,3/11/2024,1:14:54,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
442,3/11/2024,1:15:04,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
443,3/11/2024,1:15:14,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
444,3/11/2024,1:15:25,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
445,3/11/2024,1:15:35,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
446,3/11/2024,1:15:45,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
447,3/11/2024,1:15:55,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
448,3/11/2024,1:16:05,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
449,3/11/2024,1:16:15,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
450,3/11/2024,1:16:25,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
451,3/11/2024,1:16:35,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
452,3/11/2024,1:16:45,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
453,3/11/2024,1:16:55,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
454,3/11/2024,1:17:06,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
455,3/11/2024,1:17:16,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
456,3/11/2024,1:17:26,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
457,3/11/2024,1:17:36,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
458,3/11/2024,1:17:46,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
459,3/11/2024,1:17:56,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
460,3/11/2024,1:18:06,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
461,3/11/2024,1:18:16,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
462,3/11/2024,1:18:26,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
463,3/11/2024,1:18:36,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
464,3/11/2024,1:18:47,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
465,3/11/2024,1:18:57,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
466,3/11/2024,1:19:07,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
467,3/11/2024,1:19:17,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
468,3/11/2024,1:19:27,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
469,3/11/2024,1:19:37,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
470,3/11/2024,1:19:57,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
471,3/11/2024,1:20:07,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
472,3/11/2024,1:20:17,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
473,3/11/2024,1:20:28,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
474,3/11/2024,1:20:38,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
475,3/11/2024,1:20:48,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
476,3/11/2024,1:20:58,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
477,3/11/2024,1:21:08,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
478,3/11/2024,1:21:18,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
479,3/11/2024,1:21:28,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
480,3/11/2024,1:21:38,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
481,3/11/2024,1:21:48,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
482,3/11/2024,1:21:58,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
483,3/11/2024,1:22:09,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
